Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeGroup_26-35,AgeGroup_36-45,AgeGroup_46-55,AgeGroup_55+,Attrition_Yes,BusinessTravel_TravelRarely,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,SalarySlab_15k+,SalarySlab_5k-10k,SalarySlab_Upto 5k,OverTime_Yes
-1.963466934956282,-0.49476184686544183,-1.011295762811335,-1.8670282758527121,0.2524018028772911,1.680727467246027,-2.4267855862872696,-0.9635037534714079,-1.5628347567860228,-0.8896098171447604,0.9410499436694688,-1.0777725931849018,1.5844834444510192,2.3494305243071683,-1.5798232579984166,0.0,-0.9313750756576494,-1.3235625583763888,1.7091761206302611,1.7532755735460241,-1.1461084375308992,-1.1697413680912299,-0.6781384819017218,-1.1586349716269329,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
-1.963466934956282,-1.2367143170520478,-0.8882711262043339,0.08714559137643514,-0.6631733644226868,-0.9273609723032892,-1.0238001692149419,-0.9635037534714079,1.1551387332766254,-1.1498960610727031,-0.7113512194673852,-0.6766905117381694,1.858148457613291,2.3494305243071683,0.26923836464899886,0.0,-0.9313750756576494,-1.3235625583763888,0.15680996013146611,-1.0764385473352358,-0.9825996186041853,-1.1697413680912299,-0.3674124901944313,-1.1586349716269329,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
-1.963466934956282,-0.77516528877543,-0.8882711262043339,-0.8899413422381385,-1.5787485317226648,-0.6813148931005235,-1.0238001692149419,-0.9635037534714079,1.1551387332766254,-0.8387443941694716,0.5821013763962944,-0.6766905117381694,-0.878501674009428,-0.4256350590724081,0.26923836464899886,0.0,-0.9313750756576494,-1.3235625583763888,0.15680996013146611,1.7532755735460241,-0.9825996186041853,-1.1697413680912299,-0.6781384819017218,-1.1586349716269329,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
-1.963466934956282,-0.9488665359763077,1.449196969328688,0.08714559137643514,1.167976970177269,-1.4194531307088205,-1.0238001692149419,-0.9635037534714079,-0.6568435934318068,-0.9330263288056765,-0.6120496173925963,-0.6766905117381694,-0.6048366608471561,-0.4256350590724081,-0.6552924466747089,0.0,-0.9313750756576494,-1.3235625583763888,0.15680996013146611,1.7532755735460241,-0.9825996186041853,-1.1697413680912299,-0.6781384819017218,-1.1586349716269329,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
-1.963466934956282,-0.3880596521563313,-0.027098669955325828,-0.8899413422381385,0.2524018028772911,-0.5828964614194172,0.37918524785738567,-0.9635037534714079,-1.5628347567860228,-0.8412983066201136,-1.002363988153983,-0.6766905117381694,2.6791434971001067,2.3494305243071683,0.26923836464899886,0.0,-0.9313750756576494,-1.3235625583763888,0.9329930403808636,0.3384185131053941,-0.9825996186041853,-0.89310071216681,-0.6781384819017218,-1.1586349716269329,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
-1.963466934956282,-0.7379435929466706,0.09592596665167531,0.08714559137643514,-1.5787485317226648,1.4838906038838144,-1.0238001692149419,-0.9635037534714079,-0.6568435934318068,-0.9887867506446961,-1.146393507310617,-0.6766905117381694,2.6791434971001067,2.3494305243071683,-0.6552924466747089,0.0,-0.9313750756576494,-1.3235625583763888,-0.6193731201179314,1.7532755735460241,-0.9825996186041853,-0.89310071216681,-0.6781384819017218,-1.1586349716269329,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
-1.963466934956282,-1.3310092798182385,1.9412955157566925,0.08714559137643514,-0.6631733644226868,-0.43526881389775784,1.7821706649297133,-0.9635037534714079,1.1551387332766254,-0.7472291980214623,0.9736816316033937,-0.6766905117381694,-0.878501674009428,-0.4256350590724081,1.1937691759727065,0.0,-0.9313750756576494,-1.3235625583763888,-0.6193731201179314,0.3384185131053941,-0.9825996186041853,-1.1697413680912299,-0.6781384819017218,-0.877280438414454,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
-1.8538835929344366,0.17274723166364508,-0.39617257977632925,0.08714559137643514,1.167976970177269,0.007614128667220412,-1.0238001692149419,-0.9635037534714079,1.1551387332766254,-0.761701368575101,0.7714214279439797,-0.6766905117381694,0.7634884049642033,-0.4256350590724081,-0.6552924466747089,0.0,-0.9313750756576494,-1.3235625583763888,1.7091761206302611,0.3384185131053941,-0.9825996186041853,-1.1697413680912299,-0.3674124901944313,-1.1586349716269329,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
-1.8538835929344366,0.3911145138590341,-1.011295762811335,0.08714559137643514,1.167976970177269,0.8441707979566238,-1.0238001692149419,-0.9635037534714079,-0.6568435934318068,-0.7808557119549169,-0.35746618997706137,-0.6766905117381694,-0.6048366608471561,-0.4256350590724081,1.1937691759727065,0.0,-0.9313750756576494,-1.3235625583763888,-2.1717392806167264,1.7532755735460241,-0.9825996186041853,-1.1697413680912299,-0.6781384819017218,-1.1586349716269329,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
-1.8538835929344366,1.3911374084583725,0.09592596665167531,-1.8670282758527121,1.167976970177269,-1.6654992099115862,0.37918524785738567,-0.9635037534714079,0.24914756992240936,-1.1696888825651794,1.7863794457508861,-0.6766905117381694,-1.1521666871717,-0.4256350590724081,1.1937691759727065,0.0,-0.9313750756576494,-1.3235625583763888,1.7091761206302611,0.3384185131053941,-0.9825996186041853,-1.1697413680912299,-0.3674124901944313,-0.877280438414454,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
-1.8538835929344366,-0.7478693785010064,-0.8882711262043339,0.08714559137643514,0.2524018028772911,-0.8289425406221829,-1.0238001692149419,-0.9635037534714079,0.24914756992240936,-0.9494139336972968,1.0905649620908575,-0.6766905117381694,-0.6048366608471561,-0.4256350590724081,1.1937691759727065,0.0,-0.9313750756576494,-1.1948333353759908,0.15680996013146611,-1.0764385473352358,-0.8190907996774713,-0.61646005624239,-0.6781384819017218,-0.5959259052019753,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
-1.8538835929344366,-1.668485988665658,-0.6422218529903315,0.08714559137643514,-1.5787485317226648,0.8933800137971769,0.37918524785738567,-0.9635037534714079,-1.5628347567860228,-0.751698544810086,-0.18150825202300921,-0.6766905117381694,1.0371534181264752,-0.4256350590724081,-0.6552924466747089,0.0,-0.9313750756576494,-1.3235625583763888,-0.6193731201179314,0.3384185131053941,-0.9825996186041853,-1.1697413680912299,-0.6781384819017218,-1.1586349716269329,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
-1.8538835929344366,0.7335541154836215,0.21895060325867646,0.08714559137643514,1.167976970177269,1.5823090355649208,-1.0238001692149419,-0.9635037534714079,-1.5628347567860228,-0.8310826568175452,0.5593154563734676,-0.6766905117381694,-0.057506634522612336,-0.4256350590724081,-1.5798232579984166,0.0,-0.9313750756576494,-1.3235625583763888,-0.6193731201179314,0.3384185131053941,-0.9825996186041853,-1.1697413680912299,-0.6781384819017218,-1.1586349716269329,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
-1.8538835929344366,-0.08036029997191949,-0.027098669955325828,0.08714559137643514,1.167976970177269,-0.5828964614194172,0.37918524785738567,-0.9635037534714079,1.1551387332766254,-0.8900354692198674,0.40881586116096896,-0.6766905117381694,-0.3311716476848842,-0.4256350590724081,-0.6552924466747089,0.0,-0.9313750756576494,-1.1948333353759908,0.15680996013146611,0.3384185131053941,-0.8190907996774713,-0.61646005624239,-0.6781384819017218,-0.5959259052019753,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
-1.8538835929344366,0.008971770017103305,-0.7652464895973328,0.08714559137643514,-1.5787485317226648,1.0410076613188364,-1.0238001692149419,-0.9635037534714079,0.24914756992240936,-0.7389289825568753,-0.20682594093726134,-0.6766905117381694,-0.878501674009428,-0.4256350590724081,-1.5798232579984166,0.0,-0.9313750756576494,-1.1948333353759908,-0.6193731201179314,-1.0764385473352358,-0.8190907996774713,-0.61646005624239,-0.3674124901944313,-0.5959259052019753,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
-1.8538835929344366,-0.3657266346590756,1.449196969328688,0.08714559137643514,0.2524018028772911,-1.1241978356655018,1.7821706649297133,-0.9635037534714079,1.1551387332766254,-0.8144822258883714,-1.300831409687555,-0.6766905117381694,0.48982339180193146,-0.4256350590724081,1.1937691759727065,0.0,-0.9313750756576494,-1.1948333353759908,-0.6193731201179314,0.3384185131053941,-0.8190907996774713,-0.89310071216681,-0.05668649848714083,-0.5959259052019753,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
-1.8538835929344366,0.842737756581316,-0.8882711262043339,0.08714559137643514,0.2524018028772911,-1.7147084257521394,0.37918524785738567,-0.9635037534714079,0.24914756992240936,-0.7921354919452529,-0.1473293719887689,-0.6766905117381694,1.0371534181264752,-0.4256350590724081,-1.5798232579984166,0.0,-0.9313750756576494,-1.1948333353759908,0.15680996013146611,0.3384185131053941,-0.8190907996774713,-0.61646005624239,-0.05668649848714083,-0.5959259052019753,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
-1.8538835929344366,-0.18458104829244606,-0.027098669955325828,-1.8670282758527121,1.167976970177269,-0.5828964614194172,0.37918524785738567,-0.9635037534714079,-1.5628347567860228,-0.803840924010696,0.954130749608499,-0.6766905117381694,-1.1521666871717,-0.4256350590724081,-1.5798232579984166,0.0,-0.9313750756576494,-1.1948333353759908,0.15680996013146611,0.3384185131053941,-0.8190907996774713,-0.61646005624239,-0.6781384819017218,-0.5959259052019753,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
-1.744300250912591,-1.0183470348566588,0.7110491496866811,-0.8899413422381385,0.2524018028772911,1.4838906038838144,0.37918524785738567,-0.9635037534714079,1.1551387332766254,-1.1222286761907467,0.7008132066386766,-0.6766905117381694,-0.3311716476848842,-0.4256350590724081,1.1937691759727065,0.0,-0.9313750756576494,-1.4522917813767866,2.4853592008796586,0.3384185131053941,-1.1461084375308992,-1.1697413680912299,-0.6781384819017218,,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
-1.744300250912591,0.4829280302366409,-0.7652464895973328,-0.8899413422381385,1.167976970177269,1.680727467246027,-1.0238001692149419,-0.9635037534714079,0.24914756992240936,-0.6970022531588339,-0.5299077822485785,-0.6766905117381694,0.48982339180193146,-0.4256350590724081,-1.5798232579984166,0.0,-0.9313750756576494,-1.0661041123755928,0.9329930403808636,1.7532755735460241,-0.6555819807507574,-0.61646005624239,-0.3674124901944313,-1.1586349716269329,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
-1.744300250912591,-0.11261910302351104,-1.011295762811335,-1.8670282758527121,-1.5787485317226648,1.631518251405474,-1.0238001692149419,-0.9635037534714079,-0.6568435934318068,-0.9217465488153405,-0.7241507177518126,-0.6766905117381694,-1.1521666871717,-0.4256350590724081,0.26923836464899886,0.0,-0.9313750756576494,-1.0661041123755928,0.15680996013146611,0.3384185131053941,-0.6555819807507574,-0.61646005624239,-0.3674124901944313,-0.5959259052019753,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
-1.744300250912591,0.23230194498966028,-0.027098669955325828,-0.8899413422381385,-1.5787485317226648,-1.3210346990277142,0.37918524785738567,-0.9635037534714079,1.1551387332766254,-0.8289543964420101,-1.610129175923335,-0.6766905117381694,2.4054784839378347,2.3494305243071683,0.26923836464899886,0.0,-0.9313750756576494,-1.0661041123755928,0.15680996013146611,-1.0764385473352358,-0.6555819807507574,-0.61646005624239,-0.05668649848714083,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
-1.744300250912591,-1.6014869361738908,0.3419752398656776,0.08714559137643514,0.2524018028772911,1.1886353088404957,1.7821706649297133,-0.9635037534714079,-0.6568435934318068,-0.806394836461338,1.5645683600965776,-0.6766905117381694,-0.057506634522612336,-0.4256350590724081,1.1937691759727065,0.0,-0.9313750756576494,-1.3235625583763888,-2.1717392806167264,0.3384185131053941,-0.9825996186041853,-1.1697413680912299,-0.6781384819017218,-1.1586349716269329,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
-1.744300250912591,1.343989927075277,1.572221605935689,-1.8670282758527121,0.2524018028772911,-0.8289425406221829,0.37918524785738567,-0.9635037534714079,0.24914756992240936,-0.6508190030097223,1.4270089169958078,-0.6766905117381694,-1.1521666871717,-0.4256350590724081,0.26923836464899886,0.0,-0.9313750756576494,-1.0661041123755928,-0.6193731201179314,0.3384185131053941,-0.6555819807507574,-0.61646005624239,-0.3674124901944313,-0.5959259052019753,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
-1.744300250912591,1.5524314237163304,1.0801230595076845,-1.8670282758527121,1.167976970177269,-0.041595087173332726,0.37918524785738567,-0.9635037534714079,1.1551387332766254,-0.8112898353250688,-0.7635337893962048,-0.6766905117381694,1.0371534181264752,-0.4256350590724081,-1.5798232579984166,0.0,-0.9313750756576494,-1.3235625583763888,0.15680996013146611,-1.0764385473352358,-0.9825996186041853,-1.1697413680912299,-0.6781384819017218,-1.1586349716269329,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
-1.744300250912591,1.3216569095780215,0.09592596665167531,0.08714559137643514,0.2524018028772911,-1.4686623465493738,-1.0238001692149419,-0.9635037534714079,-1.5628347567860228,-1.083068685280901,0.41627051400794324,-0.6766905117381694,-0.6048366608471561,-0.4256350590724081,-1.5798232579984166,0.0,-0.9313750756576494,-1.3235625583763888,2.4853592008796586,-1.0764385473352358,-0.9825996186041853,-1.1697413680912299,-0.3674124901944313,-1.1586349716269329,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
-1.744300250912591,0.45315067357363326,-1.011295762811335,-1.8670282758527121,1.167976970177269,0.20445099202943295,-1.0238001692149419,-0.9635037534714079,-0.6568435934318068,-0.9438804567209055,1.5510655926756431,-0.6766905117381694,-1.1521666871717,-0.4256350590724081,0.26923836464899886,0.0,-0.9313750756576494,-1.1948333353759908,2.4853592008796586,1.7532755735460241,-0.8190907996774713,-0.61646005624239,-0.05668649848714083,-0.5959259052019753,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
-1.744300250912591,-1.365749529258414,0.09592596665167531,-0.8899413422381385,-1.5787485317226648,-1.0257794039843955,-1.0238001692149419,-0.9635037534714079,0.24914756992240936,-0.8257620058787074,1.5485338237842179,-0.6766905117381694,1.3108184312887472,2.3494305243071683,0.26923836464899886,0.0,-0.9313750756576494,-1.1948333353759908,-0.6193731201179314,-2.491295607775866,-0.8190907996774713,-0.61646005624239,-0.05668649848714083,-0.5959259052019753,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
-1.744300250912591,-0.6337228446261439,-0.5191972163833304,-1.8670282758527121,0.2524018028772911,1.5330998197243677,0.37918524785738567,-0.9635037534714079,1.1551387332766254,-0.7210515954023805,1.6471321567224997,-0.6766905117381694,0.7634884049642033,-0.4256350590724081,0.26923836464899886,0.0,-0.9313750756576494,-1.0661041123755928,-0.6193731201179314,0.3384185131053941,-0.8190907996774713,-0.61646005624239,-0.05668649848714083,-0.5959259052019753,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
-1.744300250912591,-1.152345139840193,-0.2731479431693281,-1.8670282758527121,-0.6631733644226868,-1.7147084257521394,0.37918524785738567,-0.9635037534714079,-0.6568435934318068,-0.8142693998508179,-1.3687672082741316,-0.6766905117381694,-0.6048366608471561,-0.4256350590724081,-0.6552924466747089,0.0,-0.9313750756576494,-1.3235625583763888,0.15680996013146611,0.3384185131053941,-0.9825996186041853,-1.1697413680912299,-0.3674124901944313,-1.1586349716269329,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
-1.744300250912591,-0.7453879321124225,-0.5191972163833304,-1.8670282758527121,0.2524018028772911,-0.3860595980572047,0.37918524785738567,-0.9635037534714079,-1.5628347567860228,-0.8779043850793173,1.5725856282527573,-0.6766905117381694,-1.1521666871717,-0.4256350590724081,1.1937691759727065,0.0,-0.9313750756576494,-1.1948333353759908,2.4853592008796586,0.3384185131053941,-0.8190907996774713,-0.61646005624239,-0.3674124901944313,-0.5959259052019753,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
-1.6347169088907458,0.7980717215868046,0.8340737862936822,-0.8899413422381385,1.167976970177269,1.4838906038838144,1.7821706649297133,-0.9635037534714079,1.1551387332766254,-0.7597859342371194,-0.9809846064041701,-0.6766905117381694,-0.6048366608471561,-0.4256350590724081,-0.6552924466747089,0.0,1.4209032724196902,-1.3235625583763888,-0.6193731201179314,-1.0764385473352358,-0.9825996186041853,-1.1697413680912299,-0.6781384819017218,-1.1586349716269329,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
-1.6347169088907458,-0.6635002012891515,0.7110491496866811,0.08714559137643514,-0.6631733644226868,-0.33685038221665153,0.37918524785738567,-0.9635037534714079,1.1551387332766254,-0.773406800640544,1.3343180448041847,-0.6766905117381694,-0.057506634522612336,-0.4256350590724081,0.26923836464899886,0.0,-0.9313750756576494,-1.3235625583763888,1.7091761206302611,0.3384185131053941,-1.1461084375308992,-1.1697413680912299,-0.6781384819017218,-1.1586349716269329,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
-1.6347169088907458,-0.5146134179741135,-0.8882711262043339,-1.8670282758527121,0.2524018028772911,1.680727467246027,0.37918524785738567,-0.9635037534714079,1.1551387332766254,-0.8474702617091655,0.7033449755301018,-1.0777725931849018,-0.3311716476848842,-0.4256350590724081,0.26923836464899886,0.0,0.24476409838102048,-1.0661041123755928,-0.6193731201179314,0.3384185131053941,-0.8190907996774713,-0.89310071216681,-0.05668649848714083,-0.877280438414454,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
-1.6347169088907458,1.128104091268472,1.2031476961146856,-1.8670282758527121,0.2524018028772911,0.6965431504349643,0.37918524785738567,-0.9635037534714079,1.1551387332766254,-0.8900354692198674,-0.3244125405612322,-0.6766905117381694,2.4054784839378347,2.3494305243071683,-1.5798232579984166,0.0,1.4209032724196902,-1.1948333353759908,2.4853592008796586,0.3384185131053941,-0.8190907996774713,-0.61646005624239,-0.05668649848714083,-0.5959259052019753,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
